MeasurementID,AcresBurned,LocationID,Latitude,Longitude,Month,Year,Location
2018-7-CA-089-35,35,CA-089,40.95673,-121.6002,7,2018,Shasta
2018-7-CA-089-51,51,CA-089,40.824,-121.90215,7,2018,Shasta
2018-7-CA-089-63,63,CA-089,40.741186,-122.649626,7,2018,Shasta
2018-7-CA-093-10,10,CA-093,41.632373,-122.37985,7,2018,Siskiyou
2018-7-CA-093-215,215,CA-093,41.085,-123.051,7,2018,Siskiyou
2018-7-CA-093-224,224,CA-093,41.70877,-122.47293,7,2018,Siskiyou
2018-7-CA-093-38008,38008,CA-093,41.893332,-122.534655,7,2018,Siskiyou
2018-7-CA-101-1200,1200,CA-101,39.186144,-121.792885,7,2018,Sutter
2018-7-CA-103-33,33,CA-103,40.00293,-122.44008,7,2018,Tehama
2018-7-CA-103-50,50,CA-103,40.27754,-122.11375,7,2018,Tehama
2018-7-CA-103-856,856,CA-103,40.33682,-121.93908,7,2018,Tehama
2018-7-CA-105-229651,229651,CA-105,40.65428,-122.62357,7,2018,Trinity
2018-7-CA-107-100,100,CA-107,36.21634,-118.82989,7,2018,Tulare
2018-7-CA-107-34,34,CA-107,36.42638,-118.70443,7,2018,Tulare
2018-7-CA-113-822,822,CA-113,38.59694444,-121.9938889,7,2018,Yolo
2018-8-CA-001-30,30,CA-001,37.533026,-121.79733,8,2018,Alameda
2018-8-CA-001-48,48,CA-001,37.69926,-122.02805,8,2018,Alameda
2018-8-CA-009-136,136,CA-009,38.08424,-120.46078,8,2018,Calaveras
2018-8-CA-009-290,290,CA-009,38.061298,-120.872244,8,2018,Calaveras
2018-8-CA-013-30,30,CA-013,37.99618,-122.14097,8,2018,Contra Costa
2018-8-CA-017-66,66,CA-017,38.82128,-121.03918,8,2018,El Dorado
2018-8-CA-017-67,67,CA-017,38.645,-120.874167,8,2018,El Dorado
2018-8-CA-023-3674,3674,CA-023,41.07944,-123.688056,8,2018,Humboldt
2018-8-CA-029-114,114,CA-029,35.56888889,-118.8013889,8,2018,Kern
2018-8-CA-029-2950,2950,CA-029,35.37444,-118.83556,8,2018,Kern
2018-8-CA-029-34,34,CA-029,35.17156,-118.51651,8,2018,Kern
2018-8-CA-029-367,367,CA-029,35.51777778,-118.6525,8,2018,Kern
2018-8-CA-031-2995,2995,CA-031,35.97896,-119.98329,8,2018,Kings
2018-8-CA-033-103,103,CA-033,39.02017,-122.57496,8,2018,Lake
2018-8-CA-033-60,60,CA-033,38.8275,-122.3625,8,2018,Lake
2018-8-CA-039-289,289,CA-039,37.197039,-120.002619,8,2018,Madera
2018-8-CA-039-88,88,CA-039,37.179167,-119.431667,8,2018,Madera
2018-8-CA-043-22,22,CA-043,37.69965,-120.0545,8,2018,Mariposa
2018-8-CA-045-106,106,CA-045,38.8802,-123.0496,8,2018,Mendocino
2018-8-CA-049-39387,39387,CA-049,41.38544,-121.04386,8,2018,Modoc
2018-8-CA-053-2225,2225,CA-053,35.847778,-120.343056,8,2018,Monterey
2018-8-CA-053-650,650,CA-053,36.00912,-120.82226,8,2018,Monterey
2018-8-CA-055-10,10,CA-055,38.27229,-122.26389,8,2018,Napa
2018-8-CA-057-16,16,CA-057,39.10494,-121.07039,8,2018,Nevada
2018-8-CA-059-23136,23136,CA-059,33.69888,-117.52055,8,2018,Orange
2018-8-CA-061-700,700,CA-061,38.82426,-121.451307,8,2018,Placer
2018-8-CA-063-117,117,CA-063,39.996944,-121.27,8,2018,Plumas
2018-8-CA-065-10,10,CA-065,33.627006,-117.171731,8,2018,Riverside
2018-8-CA-065-23,23,CA-065,33.946896,-117.066643,8,2018,Riverside
2018-8-CA-065-32,32,CA-065,33.97902,-117.20534,8,2018,Riverside
2018-8-CA-065-35,35,CA-065,33.759722,-117.460278,8,2018,Riverside
2018-8-CA-065-36,36,CA-065,33.640051,-117.085354,8,2018,Riverside
2018-8-CA-071-125,125,CA-071,34.15475,-117.244366,8,2018,San Bernardino
2018-8-CA-073-100,100,CA-073,33.0971179,-117.0242529,8,2018,San Diego
2018-8-CA-073-14,14,CA-073,33.05737,-116.77154,8,2018,San Diego
2018-8-CA-073-250,250,CA-073,33.076239,-116.902985,8,2018,San Diego
2018-8-CA-083-1014,1014,CA-083,35.11416667,-120.0922222,8,2018,Santa Barbara
2018-8-CA-089-155,155,CA-089,40.36888889,-122.8905556,8,2018,Shasta
2018-8-CA-089-1900,1900,CA-089,40.99344,-121.52225,8,2018,Shasta
2018-8-CA-089-46150,46150,CA-089,40.896,-122.219,8,2018,Shasta
2018-8-CA-095-2162,2162,CA-095,38.431278,-122.043747,8,2018,Solano
2018-8-CA-107-668,668,CA-107,35.79012,-118.7393,8,2018,Tulare
2018-8-CA-109-36450,36450,CA-109,38.349,-119.929,8,2018,Tuolumne
2018-9-CA-007-33,33,CA-007,39.84151,-121.62168,9,2018,Butte
2018-9-CA-017-12,12,CA-017,38.7448,-120.65672,9,2018,El Dorado
2018-9-CA-017-150,150,CA-017,38.94388,-120.92611,9,2018,El Dorado
2018-9-CA-029-200,200,CA-029,34.91482,-118.92485,9,2018,Kern
2018-9-CA-033-24,24,CA-033,38.91842,-122.85276,9,2018,Lake
2018-9-CA-033-36,36,CA-033,38.981389,-122.97222,9,2018,Lake
2018-9-CA-035-53,53,CA-035,40.33642,-120.93005,9,2018,Lassen
2018-9-CA-037-166,166,CA-037,34.2325,-117.846111,9,2018,Los Angeles
2018-9-CA-037-3380,3380,CA-037,34.48229,-118.60858,9,2018,Los Angeles
2018-9-CA-039-360,360,CA-039,37.38789,-119.68912,9,2018,Madera
2018-9-CA-041-152,152,CA-041,38.02447,-122.727,9,2018,Marin
2018-9-CA-049-15,15,CA-049,41.52123,-120.72362,9,2018,Modoc
2018-9-CA-051-6974,6974,CA-051,38.347395,-119.45186,9,2018,Mono
2018-9-CA-053-400,400,CA-053,36.35502,-121.1563,9,2018,Monterey
2018-9-CA-055-2490,2490,CA-055,38.69601,-122.44468,9,2018,Napa
2018-9-CA-061-1120,1120,CA-061,39.268611,-120.658333,9,2018,Placer
2018-9-CA-065-25,25,CA-065,33.80406,-116.93188,9,2018,Riverside
2018-9-CA-071-53,53,CA-071,34.24138,-117.42431,9,2018,San Bernardino
2018-9-CA-079-51,51,CA-079,35.30151,-120.64398,9,2018,San Luis Obispo
2018-9-CA-079-80,80,CA-079,-120.258,-120.258,9,2018,San Luis Obispo
2018-9-CA-083-172,172,CA-083,34.576944,-119.61416,9,2018,Santa Barbara
2018-9-CA-085-30,30,CA-085,37.33563,-121.75815,9,2018,Santa Clara
2018-9-CA-089-13,13,CA-089,40.678889,-122.400556,9,2018,Shasta
2018-9-CA-089-63311,63311,CA-089,40.9425,-122.43,9,2018,Shasta
2018-9-CA-089-76,76,CA-089,40.5939,-122.17173,9,2018,Shasta
2018-9-CA-103-261,261,CA-103,40.34256,-121.43025,9,2018,Tehama
2018-9-CA-105-1751,1751,CA-105,40.616251,-123.52019,9,2018,Trinity
2018-9-CA-105-63311,63311,CA-105,40.9425,-122.43,9,2018,Trinity
2018-9-CA-109-573,573,CA-109,37.83388,-120.61746,9,2018,Tuolumne
2019-10-CA-001-12,12,CA-001,37.606,-121.853,10,2019,Alameda
2019-10-CA-001-35,35,CA-001,37.62782,-121.68598,10,2019,Alameda
2019-10-CA-007-80,80,CA-007,39.551423,-121.800538,10,2019,Butte
2019-10-CA-013-15,15,CA-013,38.045866,-122.245186,10,2019,Contra Costa
2019-10-CA-013-150,150,CA-013,38.03545,-122.2241,10,2019,Contra Costa
2019-10-CA-013-200,200,CA-013,37.99136,-121.64118,10,2019,Contra Costa
2019-10-CA-013-40,40,CA-013,37.828267,-122.103867,10,2019,Contra Costa
2019-10-CA-013-50,50,CA-013,37.97911,-122.11092,10,2019,Contra Costa
2019-10-CA-017-3435,3435,CA-017,38.724,-120.145,10,2019,El Dorado
2019-10-CA-019-137,137,CA-019,36.319291,-120.460189,10,2019,Fresno
2019-10-CA-021-63,63,CA-021,41.70611111,-123.4375,10,2019,Glenn
2019-10-CA-033-25,25,CA-033,38.88913,-122.604425,10,2019,Lake
2019-10-CA-035-55,55,CA-035,40.387772,-120.304341,10,2019,Lassen
2019-10-CA-037-42,42,CA-037,34.055768,-118.554091,10,2019,Los Angeles
2019-10-CA-037-4615,4615,CA-037,34.472778,-118.368056,10,2019,Los Angeles
2019-10-CA-037-745,745,CA-037,34.098191,-118.478717,10,2019,Los Angeles
2019-10-CA-037-8799,8799,CA-037,34.32988,-118.48161,10,2019,Los Angeles
2019-10-CA-041-67,67,CA-041,37.896231,-122.636471,10,2019,Marin
2019-10-CA-043-5563,5563,CA-043,37.604638,-119.96606,10,2019,Mariposa
2019-10-CA-045-10,10,CA-045,39.613783,-123.458782,10,2019,Mendocino
2019-10-CA-045-703,703,CA-045,39.22431,-123.12887,10,2019,Mendocino
2019-10-CA-053-289,289,CA-053,35.79069,-120.73102,10,2019,Monterey
2019-10-CA-055-526,526,CA-055,38.165873,-122.211671,10,2019,Napa
2019-10-CA-065-1011,1011,CA-065,33.9925,-117.059167,10,2019,Riverside
2019-10-CA-065-328,328,CA-065,33.985972,-117.414111,10,2019,Riverside
2019-10-CA-065-350,350,CA-065,33.975405,-117.207068,10,2019,Riverside
2019-10-CA-065-494,494,CA-065,34.01778,-117.4625,10,2019,Riverside
2019-10-CA-065-75,75,CA-065,33.8615,-116.897333,10,2019,Riverside
2019-10-CA-065-9,9,CA-065,33.827979,-117.499619,10,2019,Riverside
2019-10-CA-071-11,11,CA-071,34.033117,-117.21545,10,2019,San Bernardino
2019-10-CA-071-145,145,CA-071,34.183624,-117.274276,10,2019,San Bernardino
2019-10-CA-071-200,200,CA-071,34.183,-117.285,10,2019,San Bernardino
2019-10-CA-073-10,10,CA-073,32.762706,-117.097441,10,2019,San Diego
2019-10-CA-073-37,37,CA-073,33.259861,-117.027333,10,2019,San Diego
2019-10-CA-073-50,50,CA-073,32.564583,-116.834583,10,2019,San Diego
2019-10-CA-073-97,97,CA-073,33.055124,-116.742508,10,2019,San Diego
2019-10-CA-079-289,289,CA-079,35.79069,-120.73102,10,2019,San Luis Obispo
2019-10-CA-079-30,30,CA-079,35.709176,-120.312856,10,2019,San Luis Obispo
2019-10-CA-079-52,52,CA-079,35.189783,-120.1755,10,2019,San Luis Obispo
2019-10-CA-081-62,62,CA-081,37.166674,-122.361112,10,2019,San Mateo
2019-10-CA-083-420,420,CA-083,34.484722,-120.190833,10,2019,Santa Barbara
2019-10-CA-085-29,29,CA-085,37.066483,-121.219163,10,2019,Santa Clara
2019-10-CA-089-42,42,CA-089,40.4988,-122.19911,10,2019,Shasta
2019-10-CA-095-140,140,CA-095,38.07205,-122.22463,10,2019,Solano
2019-10-CA-097-77758,77758,CA-097,38.792458,-122.780053,10,2019,Sonoma
2019-10-CA-099-18,18,CA-099,37.429506,-121.336465,10,2019,Stanislaus
2019-10-CA-103-10,10,CA-103,39.847708,-122.160416,10,2019,Tehama
2019-10-CA-103-11,11,CA-103,40.314187,-122.070055,10,2019,Tehama
2019-10-CA-103-605,605,CA-103,40.00171,-122.25421,10,2019,Tehama
2019-10-CA-103-68,68,CA-103,39.847708,-122.1604,10,2019,Tehama
2019-10-CA-111-1806,1806,CA-111,34.282179,-118.803389,10,2019,Ventura
2019-10-CA-111-200,200,CA-111,34.23955,-119.20187,10,2019,Ventura
2019-10-CA-111-91,91,CA-111,34.156389,-118.950833,10,2019,Ventura
2019-10-CA-111-9999,9999,CA-111,34.302212,-118.997115,10,2019,Ventura
2019-11-CA-033-75,75,CA-033,39.100408,-122.496548,11,2019,Lake
2019-11-CA-061-355,355,CA-061,38.838992,-121.325842,11,2019,Placer
2019-11-CA-065-19,19,CA-065,33.849906,-117.461363,11,2019,Riverside
2019-11-CA-083-3126,3126,CA-083,34.5025,-119.785,11,2019,Santa Barbara
2019-11-CA-103-2534,2534,CA-103,40.036379,-122.637837,11,2019,Tehama
2019-1-CA-023-30,30,CA-023,40.61805556,-123.6755556,1,2019,Humboldt
2019-4-CA-007-10,10,CA-007,39.83958,-121.957,4,2019,Butte
2019-4-CA-029-115,115,CA-029,35.65189,-118.92545,4,2019,Kern
2019-4-CA-031-161,161,CA-031,35.81778,-120.09715,4,2019,Kings
2019-5-CA-007-50,50,CA-007,39.85484,-121.905,5,2019,Butte
2019-5-CA-019-121,121,CA-019,36.66909,-119.3046,5,2019,Fresno
2019-5-CA-029-172,172,CA-029,35.03855,-119.19454,5,2019,Kern
2019-5-CA-029-2500,2500,CA-029,35.72057,-119.62762,5,2019,Kern
2019-5-CA-061-65,65,CA-061,39.11536,-120.76088,5,2019,Placer
2019-5-CA-065-130,130,CA-065,33.650237,-116.172534,5,2019,Riverside
2019-5-CA-065-26,26,CA-065,33.81678,-117.18194,5,2019,Riverside
2019-5-CA-065-45,45,CA-065,33.69078,-114.57265,5,2019,Riverside
2019-5-CA-065-55,55,CA-065,33.57039,-116.1466,5,2019,Riverside
2019-5-CA-073-22,22,CA-073,32.557566,-116.8663,5,2019,San Diego
2019-5-CA-079-835,835,CA-079,35.30759,-119.96498,5,2019,San Luis Obispo
2019-5-CA-085-144,144,CA-085,37.45899,-121.22093,5,2019,Santa Clara
2019-5-CA-103-63,63,CA-103,39.98097,-122.30737,5,2019,Tehama
2019-6-CA-001-30,30,CA-001,37.75427,-121.57382,6,2019,Alameda
2019-6-CA-007-12,12,CA-007,39.32889,-121.23431,6,2019,Butte
2019-6-CA-007-17,17,CA-007,39.76242,-121.73659,6,2019,Butte
2019-6-CA-013-23,23,CA-013,38.02503,-121.9763,6,2019,Contra Costa
2019-6-CA-047-210,210,CA-047,37.312877,-120.242411,6,2019,Merced
2019-6-CA-053-2546,2546,CA-053,36.28426,-120.94771,6,2019,Monterey
2019-6-CA-053-43,43,CA-053,35.97059,-120.88241,6,2019,Monterey
2019-6-CA-055-50,50,CA-055,38.63047,-122.47282,6,2019,Napa
2019-6-CA-057-2,2,CA-057,39.40972222,-121.0005556,6,2019,Nevada
2019-6-CA-061-148,148,CA-061,38.73817,-121.39419,6,2019,Placer
2019-6-CA-061-27,27,CA-061,38.75263,-121.39259,6,2019,Placer
2019-6-CA-065-20,20,CA-065,33.80493,-117.15738,6,2019,Riverside
2019-6-CA-065-214,214,CA-065,33.911,-116.980528,6,2019,Riverside
2019-6-CA-065-525,525,CA-065,33.919507,-117.103765,6,2019,Riverside
2019-6-CA-073-120,120,CA-073,33.39684,-117.29665,6,2019,San Diego
2019-6-CA-073-15,15,CA-073,33.30267,-116.97772,6,2019,San Diego
2019-6-CA-073-28,28,CA-073,32.62305556,-116.9141667,6,2019,San Diego
2019-6-CA-079-1127,1127,CA-079,35.343761,-119.913717,6,2019,San Luis Obispo
2019-6-CA-079-120,120,CA-079,35.57376,-120.11738,6,2019,San Luis Obispo
2019-6-CA-079-1764,1764,CA-079,35.66318,-120.41128,6,2019,San Luis Obispo
2019-6-CA-085-17,17,CA-085,37.494136,-121.534827,6,2019,Santa Clara
2019-6-CA-085-210,210,CA-085,37.21638,-121.70768,6,2019,Santa Clara
2019-6-CA-085-35,35,CA-085,37.44422,-121.84082,6,2019,Santa Clara
2019-6-CA-089-90,90,CA-089,40.41404,-122.66779,6,2019,Shasta
2019-6-CA-093-10,10,CA-093,41.94622,-122.40157,6,2019,Siskiyou
2019-6-CA-093-17,17,CA-093,41.64895,-122.35962,6,2019,Siskiyou
2019-6-CA-093-207,207,CA-093,39.28926,-121.85906,6,2019,Siskiyou
2019-6-CA-095-24,24,CA-095,38.21416,-122.12214,6,2019,Solano
2019-6-CA-099-2422,2422,CA-099,37.46577,-121.28312,6,2019,Stanislaus
2019-6-CA-099-600,600,CA-099,37.25988,-121.09375,6,2019,Stanislaus
2019-6-CA-101-1350,1350,CA-101,39.28926,-121.85906,6,2019,Sutter
2019-6-CA-103-46,46,CA-103,39.97083,-122.48277,6,2019,Tehama
2019-6-CA-107-155,155,CA-107,36.28001,-119.10974,6,2019,Tulare
2019-6-CA-107-25,25,CA-107,36.14246,-118.80582,6,2019,Tulare
2019-6-CA-107-257,257,CA-107,36.18479,-118.99229,6,2019,Tulare
2019-6-CA-107-33,33,CA-107,36.23012,-118.85712,6,2019,Tulare
2019-6-CA-107-47,47,CA-107,35.89593,-118.94106,6,2019,Tulare
2019-6-CA-113-2512,2512,CA-113,38.88978,-122.23922,6,2019,Yolo
2019-6-CA-115-70,70,CA-115,39.15641,-121.56363,6,2019,Yuba
2019-6-CA-115-80,80,CA-115,39.24678,-121.32399,6,2019,Yuba
2019-7-CA-001-22,22,CA-001,37.093243,-121.586846,7,2019,Alameda
2019-7-CA-001-25,25,CA-001,37.469,-121.3697,7,2019,Alameda
2019-7-CA-007-10,10,CA-007,39.423833,-121.579738,7,2019,Butte
2019-7-CA-009-27,27,CA-009,38.115224,-120.78068,7,2019,Calaveras
2019-7-CA-013-24,24,CA-013,37.99837,-122.16201,7,2019,Contra Costa
2019-7-CA-017-13,13,CA-017,38.757636,-120.75664,7,2019,El Dorado
2019-7-CA-029-208,208,CA-029,34.9008333,-118.9183333,7,2019,Kern
2019-7-CA-029-448,448,CA-029,35.60989,-118.41204,7,2019,Kern
2019-7-CA-035-193,193,CA-035,40.072739,-120.158273,7,2019,Lassen
2019-7-CA-035-263,263,CA-035,40.679318,-120.392768,7,2019,Lassen
2019-7-CA-039-213,213,CA-039,37.016944,-119.934167,7,2019,Madera
2019-7-CA-043-149,149,CA-043,37.241427,-120.027731,7,2019,Mariposa
2019-7-CA-043-244,244,CA-043,37.524378,-120.296551,7,2019,Mariposa
2019-7-CA-045-130,130,CA-045,39.831762,-123.846013,7,2019,Mendocino
2019-7-CA-049-128,128,CA-049,41.909,-120.306,7,2019,Modoc
2019-7-CA-049-14217,14217,CA-049,41.79591,-121.260305,7,2019,Modoc
2019-7-CA-053-190,190,CA-053,35.95191,-120.8092,7,2019,Monterey
2019-7-CA-053-280,280,CA-053,36.008889,-121.466944,7,2019,Monterey
2019-7-CA-053-316,316,CA-053,35.908333,-120.984167,7,2019,Monterey
2019-7-CA-055-64,64,CA-055,38.481258,-122.143942,7,2019,Napa
2019-7-CA-065-20,20,CA-065,33.69055556,-116.953889,7,2019,Riverside
2019-7-CA-065-80,80,CA-065,33.56938,-116.07896,7,2019,Riverside
2019-7-CA-065-81,81,CA-065,33.514658,-116.7884,7,2019,Riverside
2019-7-CA-065-96,96,CA-065,33.8128372,-117.1228851,7,2019,Riverside
2019-7-CA-071-156,156,CA-071,33.997528,-117.769766,7,2019,San Bernardino
2019-7-CA-071-81,81,CA-071,34.42386,-117.10318,7,2019,San Bernardino
2019-7-CA-073-100,100,CA-073,32.566389,-116.7525,7,2019,San Diego
2019-7-CA-073-150,150,CA-073,32.767649,-116.796032,7,2019,San Diego
2019-7-CA-073-25,25,CA-073,32.794768,-116.839743,7,2019,San Diego
2019-7-CA-077-283,283,CA-077,37.63206,-121.538382,7,2019,San Joaquin
2019-7-CA-077-90,90,CA-077,37.962557,-121.468074,7,2019,San Joaquin
2019-7-CA-079-95,95,CA-079,35.004722,-120.435278,7,2019,San Luis Obispo
2019-7-CA-079-974,974,CA-079,35.63111111,-120.2691667,7,2019,San Luis Obispo
2019-7-CA-083-100,100,CA-083,34.665699,-119.94974,7,2019,Santa Barbara
2019-7-CA-085-47,47,CA-085,37.32555556,-121.7644444,7,2019,Santa Clara
2019-7-CA-085-74,74,CA-085,37.18904,-121.694968,7,2019,Santa Clara
2019-7-CA-085-80,80,CA-085,37.433192,-121.807258,7,2019,Santa Clara
2019-7-CA-089-30,30,CA-089,40.41741,-122.767256,7,2019,Shasta
2019-7-CA-093-35,35,CA-093,41.838,-122.845,7,2019,Siskiyou
2019-7-CA-093-83,83,CA-093,41.834366,-122.656569,7,2019,Siskiyou
2019-7-CA-095-183,183,CA-095,38.158333,-122.118889,7,2019,Solano
2019-7-CA-099-202,202,CA-099,37.944751,-120.84372,7,2019,Stanislaus
2019-7-CA-099-35,35,CA-099,37.420988,-121.371276,7,2019,Stanislaus
2019-7-CA-111-131,131,CA-111,34.366111,-118.96,7,2019,Ventura
2019-7-CA-115-38,38,CA-115,39.06066,-121.35014,7,2019,Yuba
2019-8-CA-001-139,139,CA-001,37.71734,-121.55867,8,2019,Alameda
2019-8-CA-001-19,19,CA-001,37.718636,-121.657011,8,2019,Alameda
2019-8-CA-001-240,240,CA-001,37.708743,-121.841879,8,2019,Alameda
2019-8-CA-011-20,20,CA-011,39.088333,-122.309167,8,2019,Colusa
2019-8-CA-013-58,58,CA-013,37.968494,-121.678172,8,2019,Contra Costa
2019-8-CA-013-757,757,CA-013,37.908362,-121.872941,8,2019,Contra Costa
2019-8-CA-017-16,16,CA-017,38.703889,-120.890556,8,2019,El Dorado
2019-8-CA-017-35,35,CA-017,38.652475,-120.826165,8,2019,El Dorado
2019-8-CA-029-29,29,CA-029,35.287373,-118.623651,8,2019,Kern
2019-8-CA-033-20,20,CA-033,38.99174,-122.7751,8,2019,Lake
2019-8-CA-035-1020,1020,CA-035,40.943799,-120.275298,8,2019,Lassen
2019-8-CA-035-107,107,CA-035,40.900458,-121.320838,8,2019,Lassen
2019-8-CA-035-130,130,CA-035,40.886677,-120.336977,8,2019,Lassen
2019-8-CA-035-131,131,CA-035,40.562,-120.544,8,2019,Lassen
2019-8-CA-035-2438,2438,CA-035,39.892222,-120.029722,8,2019,Lassen
2019-8-CA-035-3380,3380,CA-035,40.593,-120.581,8,2019,Lassen
2019-8-CA-037-105,105,CA-037,34.675542,-118.342239,8,2019,Los Angeles
2019-8-CA-037-156,156,CA-037,34.677864,-118.752395,8,2019,Los Angeles
2019-8-CA-043-1300,1300,CA-043,37.536069,-120.177018,8,2019,Mariposa
2019-8-CA-043-423,423,CA-043,37.532028,-120.208019,8,2019,Mariposa
2019-8-CA-045-225,225,CA-045,39.005262,-123.195306,8,2019,Mendocino
2019-8-CA-049-103,103,CA-049,41.43783,-120.23976,8,2019,Modoc
2019-8-CA-065-12,12,CA-065,33.463991,-116.914799,8,2019,Riverside
2019-8-CA-065-20,20,CA-065,33.909792,-117.004667,8,2019,Riverside
2019-8-CA-065-34,34,CA-065,33.4506,-116.857817,8,2019,Riverside
2019-8-CA-065-80,80,CA-065,33.77777348,-117.487578,8,2019,Riverside
2019-8-CA-065-94,94,CA-065,33.740219,-117.333728,8,2019,Riverside
2019-8-CA-067-50,50,CA-067,38.622058,-121.114095,8,2019,Sacramento
2019-8-CA-067-84,84,CA-067,38.3525,-121.123611,8,2019,Sacramento
2019-8-CA-071-26,26,CA-071,34.202883,-116.4449,8,2019,San Bernardino
2019-8-CA-073-25,25,CA-073,32.557546,-116.873955,8,2019,San Diego
2019-8-CA-073-448,448,CA-073,32.575556,-117.026667,8,2019,San Diego
2019-8-CA-073-80,80,CA-073,32.57394,-116.760465,8,2019,San Diego
2019-8-CA-085-35,35,CA-085,37.034183,-121.45597,8,2019,Santa Clara
2019-8-CA-085-60,60,CA-085,37.219717,-121.761974,8,2019,Santa Clara
2019-8-CA-089-156,156,CA-089,40.484329,-122.159393,8,2019,Shasta
2019-8-CA-089-30,30,CA-089,40.55924,-122.25409,8,2019,Shasta
2019-8-CA-089-46,46,CA-089,40.46968,-122.54364,8,2019,Shasta
2019-8-CA-089-600,600,CA-089,40.715556,-122.241944,8,2019,Shasta
2019-8-CA-095-81,81,CA-095,38.455,-121.969167,8,2019,Solano
2019-8-CA-107-756,756,CA-107,36.40193,-119.030621,8,2019,Tulare
2019-8-CA-109-21,21,CA-109,37.949747,-120.420058,8,2019,Tuolumne
2019-8-CA-113-33,33,CA-113,39.171091,-121.423281,8,2019,Yolo
2019-9-CA-001-11,11,CA-001,37.545167,-121.596667,9,2019,Alameda
2019-9-CA-005-10,10,CA-005,38.332083,-120.67131,9,2019,Amador
2019-9-CA-007-300,300,CA-007,39.622137,-121.693472,9,2019,Butte
2019-9-CA-007-496,496,CA-007,39.45296,-121.412619,9,2019,Butte
2019-9-CA-007-58,58,CA-007,39.470333,-121.412333,9,2019,Butte
2019-9-CA-009-67,67,CA-009,38.20177,-120.827386,9,2019,Calaveras
2019-9-CA-017-22,22,CA-017,38.538467,-120.965105,9,2019,El Dorado
2019-9-CA-017-85,85,CA-017,38.898915,-120.946657,9,2019,El Dorado
2019-9-CA-019-25,25,CA-019,36.154184,-120.634179,9,2019,Fresno
2019-9-CA-027-10296,10296,CA-027,37.034,-118.345,9,2019,Inyo
2019-9-CA-027-1975,1975,CA-027,36.284,-118.228,9,2019,Inyo
2019-9-CA-033-28,28,CA-033,38.910498,-122.642572,9,2019,Lake
2019-9-CA-033-53,53,CA-033,38.955024,-122.833831,9,2019,Lake
2019-9-CA-035-260,260,CA-035,44.734,-120.606,9,2019,Lassen
2019-9-CA-049-5737,5737,CA-049,41.748,-121.056,9,2019,Modoc
2019-9-CA-051-4840,4840,CA-051,37.826,-118.872,9,2019,Mono
2019-9-CA-053-66,66,CA-053,35.906482,-120.992914,9,2019,Monterey
2019-9-CA-061-604,604,CA-061,38.751648,-121.432636,9,2019,Placer
2019-9-CA-063-54612,54612,CA-063,40.061389,-120.680556,9,2019,Plumas
2019-9-CA-065-10,10,CA-065,33.496633,-116.631106,9,2019,Riverside
2019-9-CA-065-167,167,CA-065,33.635,-116.801111,9,2019,Riverside
2019-9-CA-065-19,19,CA-065,33.703546,-117.033598,9,2019,Riverside
2019-9-CA-065-1926,1926,CA-065,33.528469,-117.273157,9,2019,Riverside
2019-9-CA-065-250,250,CA-065,33.9369,-117.3063,9,2019,Riverside
2019-9-CA-065-34,34,CA-065,33.854597,-117.270144,9,2019,Riverside
2019-9-CA-065-520,520,CA-065,33.4853,-117.043723,9,2019,Riverside
2019-9-CA-065-98,98,CA-065,33.900994,-117.170588,9,2019,Riverside
2019-9-CA-069-167,167,CA-069,36.600167,-120.8405,9,2019,San Benito
2019-9-CA-069-17,17,CA-069,36.732866,-121.39478,9,2019,San Benito
2019-9-CA-071-15,15,CA-071,34.353667,-117.343833,9,2019,San Bernardino
2019-9-CA-073-200,200,CA-073,32.787656,-116.806941,9,2019,San Diego
2019-9-CA-073-52,52,CA-073,32.87833333,-116.88,9,2019,San Diego
2019-9-CA-077-44,44,CA-077,38.017138,-120.945044,9,2019,San Joaquin
2019-9-CA-079-220,220,CA-079,35.214364,-120.455883,9,2019,San Luis Obispo
2019-9-CA-083-200,200,CA-083,34.630919,-120.187368,9,2019,Santa Barbara
2019-9-CA-085-128,128,CA-085,37.467744,-121.842751,9,2019,Santa Clara
2019-9-CA-087-10,10,CA-087,37.178353,-122.07743,9,2019,Santa Cruz
2019-9-CA-089-16,16,CA-089,40.612556,-122.039167,9,2019,Shasta
2019-9-CA-093-15,15,CA-093,41.512917,-122.740333,9,2019,Siskiyou
2019-9-CA-093-1872,1872,CA-093,41.862237,-122.662258,9,2019,Siskiyou
2019-9-CA-093-227,227,CA-093,41.4929742,-123.2129356,9,2019,Siskiyou
2019-9-CA-093-91,91,CA-093,41.749667,-123.000833,9,2019,Siskiyou
2019-9-CA-095-30,30,CA-095,38.07944444,-122.2561111,9,2019,Solano
2019-9-CA-099-11,11,CA-099,37.492002,-120.401028,9,2019,Stanislaus
2019-9-CA-099-190,190,CA-099,37.32585,-121.110146,9,2019,Stanislaus
2019-9-CA-103-5332,5332,CA-103,40.109,-122.789,9,2019,Tehama
2019-9-CA-103-8838,8838,CA-103,40.12,-122.64,9,2019,Tehama
2019-9-CA-105-244,244,CA-105,40.062304,-123.222196,9,2019,Trinity
2019-9-CA-105-280,280,CA-105,41.150392,-122.634108,9,2019,Trinity
2019-9-CA-107-381,381,CA-107,36.151,-118.185,9,2019,Tulare
2019-9-CA-109-83,83,CA-109,37.838333,-120.625556,9,2019,Tuolumne
