UniqueID,MeasurementID,AcresBurned,Latitude,Longitude,Month,Year,LocationID,Location,Rainfall,MinTemp,MaxTemp,AvgTemp
2014-8-CA-105-580,2014-CA-105,580,40.7412,-122.946,8,2014,CA-105,Trinity,55.3,42.7,68,55.4
2014-6-CA-109-269,2014-CA-109,269,37.787,-120.452,6,2014,CA-109,Tuolumne,30.42,40.8,65.4,53.1
2014-6-CA-109-487,2014-CA-109,487,37.76617,-120.45087,6,2014,CA-109,Tuolumne,30.42,40.8,65.4,53.1
2014-9-CA-109-70,2014-CA-109,70,37.8316,-120.3434,9,2014,CA-109,Tuolumne,30.42,40.8,65.4,53.1
2014-7-CA-113-6488,2014-CA-113,6488,38.512,-122.104,7,2014,CA-113,Yolo,21.62,51,78.4,64.7
2015-8-CA-001-2700,2015-CA-001,2700,37.3845,-121.3732,8,2015,CA-001,Alameda,10.39,50.2,71.9,61
2015-6-CA-003-0,2015-CA-003,0,38.598056,-119.751944,6,2015,CA-003,Alpine,30.36,35.1,57.5,46.3
2015-6-CA-005-60,2015-CA-005,60,38.260777,-121.135426,6,2015,CA-005,Amador,26.66,47.8,72.9,60.4
2015-7-CA-007-400,2015-CA-007,400,39.43963,-121.38794,7,2015,CA-007,Butte,20.74,49,74.8,62
2015-10-CA-007-104,2015-CA-007,104,39.8707,-121.8938,10,2015,CA-007,Butte,20.74,49,74.8,62
2015-9-CA-007-1042,2015-CA-007,1042,39.5218,-121.3363,9,2015,CA-007,Butte,20.74,49,74.8,62
2015-9-CA-007-72,2015-CA-007,72,26.42,-121,9,2015,CA-007,Butte,20.74,49,74.8,62
2015-8-CA-009-114,2015-CA-009,114,38.052,-120.5577,8,2015,CA-009,Calaveras,25.26,47.8,73.5,60.6
2015-7-CA-013-195,2015-CA-013,195,37.81629,-121.68113,7,2015,CA-013,Contra Costa,9.28,50.7,73.3,62
2015-7-CA-017-75,2015-CA-017,75,38.776,-120.404,7,2015,CA-017,El Dorado,32.49,44.5,68.1,56.3
2015-7-CA-019-151623,2015-CA-019,151623,36.874,-118.905,7,2015,CA-019,Fresno,12.23,45,70.3,57.6
2015-9-CA-019-170,2015-CA-019,170,40.400196,-120.553075,9,2015,CA-019,Fresno,12.23,45,70.3,57.6
2015-6-CA-023-20,2015-CA-023,20,41.1513,-123.8292,6,2015,CA-023,Humboldt,50.55,45.7,67.2,56.5
2015-7-CA-023-16,2015-CA-023,16,40.1093,-123.774,7,2015,CA-023,Humboldt,50.55,45.7,67.2,56.5
2015-7-CA-023-158,2015-CA-023,158,41.295667,-123.784067,7,2015,CA-023,Humboldt,50.55,45.7,67.2,56.5
2015-8-CA-023-146,2015-CA-023,146,40.1058823,-124.0720419,8,2015,CA-023,Humboldt,50.55,45.7,67.2,56.5
2015-6-CA-029-67,2015-CA-029,67,35.77937,-120.19482,6,2015,CA-029,Kern,5.56,50.4,77.1,63.8
2015-8-CA-033-25118,2015-CA-033,25118,38.8142503,-122.4867319,8,2015,CA-033,Lake,25.36,47.3,72.5,59.9
2015-7-CA-033-69438,2015-CA-033,69438,38.8863538,-122.4762475,7,2015,CA-033,Lake,25.36,47.3,72.5,59.9
2015-9-CA-033-673,2015-CA-033,673,55.23,-122,9,2015,CA-033,Lake,25.36,47.3,72.5,59.9
2015-8-CA-033-22,2015-CA-033,22,38.831478,-122.53428,8,2015,CA-033,Lake,25.36,47.3,72.5,59.9
2015-8-CA-033-215,2015-CA-033,215,38.925764,-122.879272,8,2015,CA-033,Lake,25.36,47.3,72.5,59.9
2015-8-CA-035-10570,2015-CA-035,10570,40.938,-120.105,8,2015,CA-035,Lassen,17.23,36.2,63.2,49.7
2015-6-CA-035-60,2015-CA-035,60,40.875667,-121.033667,6,2015,CA-035,Lassen,17.23,36.2,63.2,49.7
2015-9-CA-035-40,2015-CA-035,40,40.400196,-120.553075,9,2015,CA-035,Lassen,17.23,36.2,63.2,49.7
2015-8-CA-035-30,2015-CA-035,30,41.12362,-121.194256,8,2015,CA-035,Lassen,17.23,36.2,63.2,49.7
2015-7-CA-037-200,2015-CA-037,200,34.367,-117.683,7,2015,CA-037,Los Angeles,7.11,52.3,75.9,64.1
2015-6-CA-037-415,2015-CA-037,415,34.361007,-118.535793,6,2015,CA-037,Los Angeles,7.11,52.3,75.9,64.1
2015-7-CA-039-5702,2015-CA-039,5702,37.279722,-119.50014,7,2015,CA-039,Madera,14.42,45.5,71.2,58.4
2015-6-CA-039-920,2015-CA-039,920,37.165767,-119.523943,6,2015,CA-039,Madera,14.42,45.5,71.2,58.4
2015-6-CA-039-135,2015-CA-039,135,37.072561,-119.6958,6,2015,CA-039,Madera,14.42,45.5,71.2,58.4
2015-7-CA-045-50,2015-CA-045,50,39.43301,-123.36316,7,2015,CA-045,Mendocino,35.42,46,70,58
2015-7-CA-045-23,2015-CA-045,23,39.0263,-123.303,7,2015,CA-045,Mendocino,35.42,46,70,58
2015-6-CA-045-35,2015-CA-045,35,39.7806004,-123.248214,6,2015,CA-045,Mendocino,35.42,46,70,58
2015-5-CA-047-275,2015-CA-047,275,37.08312,-121.06963,5,2015,CA-047,Merced,6.98,51.1,76.8,64
2015-7-CA-049-116,2015-CA-049,116,41.29226,-121.172117,7,2015,CA-049,Modoc,16.85,36.2,63.4,49.8
2015-7-CA-049-77,2015-CA-049,77,40.856422,-121.101623,7,2015,CA-049,Modoc,16.85,36.2,63.4,49.8
2015-7-CA-049-4863,2015-CA-049,4863,41.399,-121.392,7,2015,CA-049,Modoc,16.85,36.2,63.4,49.8
2015-9-CA-053-1086,2015-CA-053,1086,36.3699644,-121.589554,9,2015,CA-053,Monterey,11.24,46.6,75,60.8
2015-9-CA-053-95,2015-CA-053,95,36.5696373,-121.7556029,9,2015,CA-053,Monterey,11.24,46.6,75,60.8
2015-8-CA-055-25118,2015-CA-055,25118,38.8142503,-122.4867319,8,2015,CA-055,Napa,13.88,48.3,74.7,61.6
2015-6-CA-055-38,2015-CA-055,38,38.5287,-122.3415,6,2015,CA-055,Napa,13.88,48.3,74.7,61.6
2015-6-CA-055-19,2015-CA-055,19,38.519132,-122.181878,6,2015,CA-055,Napa,13.88,48.3,74.7,61.6
2015-7-CA-057-2304,2015-CA-057,2304,39.192088,-120.882313,7,2015,CA-057,Nevada,32.08,42.5,67.1,54.8
2015-9-CA-057-30,2015-CA-057,30,39.081,-121.194,9,2015,CA-057,Nevada,32.08,42.5,67.1,54.8
2015-7-CA-059-214,2015-CA-059,214,33.7626,-117.7274,7,2015,CA-059,Orange,5.91,56.7,77.3,67
2015-7-CA-061-26,2015-CA-061,26,38.9361,-121.1548,7,2015,CA-061,Placer,31,43.8,68.3,56
2015-4-CA-063-137,2015-CA-063,137,40.05083333,-120.7016667,4,2015,CA-063,Plumas,26.23,36.6,63.4,50
2015-4-CA-065-1049,2015-CA-065,1049,33.884313,-117.642759,4,2015,CA-065,Riverside,5.43,57.4,82.6,70
2015-7-CA-065-21,2015-CA-065,21,33.986204,-117.43942,7,2015,CA-065,Riverside,5.43,57.4,82.6,70
2015-8-CA-065-543,2015-CA-065,543,33.5736,-116.5387,8,2015,CA-065,Riverside,5.43,57.4,82.6,70
2015-10-CA-069-670,2015-CA-069,670,36.70854,-121.32734,10,2015,CA-069,San Benito,10.12,47.8,74.3,61.1
2015-7-CA-069-25,2015-CA-069,25,36.8727,-121.5681,7,2015,CA-069,San Benito,10.12,47.8,74.3,61.1
2015-8-CA-071-55,2015-CA-071,55,34.23,-116.883,8,2015,CA-071,San Bernardino,5.54,55.8,80.5,68.1
2015-7-CA-071-4250,2015-CA-071,4250,34.339,-117.478,7,2015,CA-071,San Bernardino,5.54,55.8,80.5,68.1
2015-6-CA-071-31359,2015-CA-071,31359,34.16027778,-116.8927778,6,2015,CA-071,San Bernardino,5.54,55.8,80.5,68.1
2015-7-CA-071-54,2015-CA-071,54,34.0783472,-117.0487863,7,2015,CA-071,San Bernardino,5.54,55.8,80.5,68.1
2015-6-CA-071-100,2015-CA-071,100,34.165974,-117.243878,6,2015,CA-071,San Bernardino,5.54,55.8,80.5,68.1
2015-6-CA-073-80,2015-CA-073,80,32.6449163,-116.9454387,6,2015,CA-073,San Diego,9.08,52.2,77.7,64.9
2015-6-CA-073-171,2015-CA-073,171,32.9421,-116.8534,6,2015,CA-073,San Diego,9.08,52.2,77.7,64.9
2015-8-CA-073-55,2015-CA-073,55,33.4115972,-117.2886249,8,2015,CA-073,San Diego,9.08,52.2,77.7,64.9
2015-7-CA-073-167,2015-CA-073,167,33.383889,-116.868611,7,2015,CA-073,San Diego,9.08,52.2,77.7,64.9
2015-7-CA-073-25,2015-CA-073,25,33.21407,-116.73472,7,2015,CA-073,San Diego,9.08,52.2,77.7,64.9
2015-7-CA-079-95,2015-CA-079,95,35.7183,-121.0157,7,2015,CA-079,San Luis Obispo,6.65,47.5,75.4,61.4
2015-8-CA-079-2446,2015-CA-079,2446,35.3477,-120.6269,8,2015,CA-079,San Luis Obispo,6.65,47.5,75.4,61.4
2015-8-CA-083-52,2015-CA-083,52,34.9522,-120.2903,8,2015,CA-083,Santa Barbara,5.05,48.6,73.8,61.2
2015-10-CA-083-21,2015-CA-083,21,34.4828,-119.63216,10,2015,CA-083,Santa Barbara,5.05,48.6,73.8,61.2
2015-7-CA-089-18,2015-CA-089,18,40.5953,-122.4397,7,2015,CA-089,Shasta,27.65,44.9,71,58
2015-7-CA-089-212,2015-CA-089,212,40.415108,-122.439939,7,2015,CA-089,Shasta,27.65,44.9,71,58
2015-7-CA-089-75,2015-CA-089,75,40.509552,-122.199227,7,2015,CA-089,Shasta,27.65,44.9,71,58
2015-7-CA-089-90,2015-CA-089,90,40.49865,-122.20109,7,2015,CA-089,Shasta,27.65,44.9,71,58
2015-8-CA-089-59,2015-CA-089,59,40.3929,-122.40546,8,2015,CA-089,Shasta,27.65,44.9,71,58
2015-8-CA-089-75,2015-CA-089,75,40.67868,-121.93244,8,2015,CA-089,Shasta,27.65,44.9,71,58
2015-9-CA-089-109,2015-CA-089,109,40.47512,-122.52541,9,2015,CA-089,Shasta,27.65,44.9,71,58
2015-2-CA-093-200,2015-CA-093,200,41.485,-121.851,2,2015,CA-093,Siskiyou,32.34,39.9,64,51.9
2015-7-CA-093-181,2015-CA-093,181,41.8048,-122.5029,7,2015,CA-093,Siskiyou,32.34,39.9,64,51.9
2015-7-CA-093-24,2015-CA-093,24,41.999341,-121.891226,7,2015,CA-093,Siskiyou,32.34,39.9,64,51.9
2015-7-CA-095-150,2015-CA-095,150,38.4113,-122.0789,7,2015,CA-095,Solano,8.74,50,75.6,62.8
2015-7-CA-095-40,2015-CA-095,40,38.1029,-122.1578,7,2015,CA-095,Solano,8.74,50,75.6,62.8
2015-7-CA-099-40,2015-CA-099,40,37.24523,-121.20324,7,2015,CA-099,Stanislaus,8.63,49.9,76.3,63.1
2015-7-CA-103-170,2015-CA-103,170,39.8448,-122.3638,7,2015,CA-103,Tehama,19.56,48.8,73.7,61.3
2015-6-CA-103-55,2015-CA-103,55,40.0133,-122.552,6,2015,CA-103,Tehama,19.56,48.8,73.7,61.3
2015-8-CA-103-110,2015-CA-103,110,40.3506868,-121.7786799,8,2015,CA-103,Tehama,19.56,48.8,73.7,61.3
2015-8-CA-105-128,2015-CA-105,128,40.724898,-122.96174,8,2015,CA-105,Trinity,43.21,42.5,68.6,55.6
2015-9-CA-105-35,2015-CA-105,35,40,41.46,9,2015,CA-105,Trinity,43.21,42.5,68.6,55.6
2015-6-CA-105-1542,2015-CA-105,1542,40.924,-123.168,6,2015,CA-105,Trinity,43.21,42.5,68.6,55.6
2015-7-CA-107-86,2015-CA-107,86,36.49845,-118.9009,7,2015,CA-107,Tulare,15.27,44,68.5,56.2
2015-7-CA-107-6980,2015-CA-107,6980,36.24,-118.54,7,2015,CA-107,Tulare,15.27,44,68.5,56.2
2015-7-CA-107-430,2015-CA-107,430,36.085212,-118.824235,7,2015,CA-107,Tulare,15.27,44,68.5,56.2
2015-9-CA-109-108,2015-CA-109,108,38.04684,-120.30188,9,2015,CA-109,Tuolumne,30.01,40.3,64.5,52.5
2015-8-CA-109-112,2015-CA-109,112,37.83618,-120.61691,8,2015,CA-109,Tuolumne,30.01,40.3,64.5,52.5
2015-7-CA-109-204,2015-CA-109,204,37.823,-120.15644,7,2015,CA-109,Tuolumne,30.01,40.3,64.5,52.5
2015-11-CA-111-50,2015-CA-111,50,34.15,-118.879444,11,2015,CA-111,Ventura,6.82,47.7,73.6,60.7
2015-6-CA-115-158,2015-CA-115,158,39.2688,-121.26471,6,2015,CA-115,Yuba,19.52,50.1,75.9,63
2015-8-CA-115-30,2015-CA-115,30,39.33303,-121.18735,8,2015,CA-115,Yuba,19.52,50.1,75.9,63
2016-6-CA-001-211,2016-CA-001,211,37.74369,-121.58677,6,2016,CA-001,Alameda,22.55,49.9,70.8,60.4
2016-8-CA-003-0,2016-CA-003,0,38.57554,-120.00606,8,2016,CA-003,Alpine,39.63,34.8,57,45.9
2016-8-CA-005-26,2016-CA-005,26,38.2581,-120.8657,8,2016,CA-005,Amador,41.01,47.1,71.4,59.2
2016-9-CA-005-45,2016-CA-005,45,38.5212,-120.8416,9,2016,CA-005,Amador,41.01,47.1,71.4,59.2
2016-6-CA-005-210,2016-CA-005,210,38.26874,-120.90265,6,2016,CA-005,Amador,41.01,47.1,71.4,59.2
2016-6-CA-005-372,2016-CA-005,372,38.385,-121.003611,6,2016,CA-005,Amador,41.01,47.1,71.4,59.2
2016-8-CA-007-88,2016-CA-007,88,39.79547,-121.71662,8,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-5-CA-007-30,2016-CA-007,30,39.624017,-121.595093,5,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-5-CA-007-91,2016-CA-007,91,39.33035,-121.78973,5,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-8-CA-007-550,2016-CA-007,550,39.6708,-121.7192,8,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-6-CA-007-112,2016-CA-007,112,39.595,-121.6008,6,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-9-CA-007-130,2016-CA-007,130,39.4403,-121.42647,9,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-9-CA-007-30,2016-CA-007,30,39.8851,-121.6998,9,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-9-CA-007-850,2016-CA-007,850,39.6871,-121.571,9,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-6-CA-007-49,2016-CA-007,49,39.43351,-121.6051,6,2016,CA-007,Butte,55.96,48.5,73.1,60.8
2016-7-CA-009-341,2016-CA-009,341,38.08056,-120.81394,7,2016,CA-009,Calaveras,40.49,47,72.1,59.5
2016-6-CA-009-33,2016-CA-009,33,38.22017,-120.8678,6,2016,CA-009,Calaveras,40.49,47,72.1,59.5
2016-7-CA-009-57,2016-CA-009,57,37.98171,-120.64241,7,2016,CA-009,Calaveras,40.49,47,72.1,59.5
2016-8-CA-009-450,2016-CA-009,450,38.1874,-120.6381,8,2016,CA-009,Calaveras,40.49,47,72.1,59.5
2016-7-CA-009-35,2016-CA-009,35,37.96311,-120.67335,7,2016,CA-009,Calaveras,40.49,47,72.1,59.5
2016-7-CA-009-310,2016-CA-009,310,38.02845,-120.61153,7,2016,CA-009,Calaveras,40.49,47,72.1,59.5
2016-7-CA-013-40,2016-CA-013,40,38.01264,-122.1885,7,2016,CA-013,Contra Costa,22.55,50,72.3,61.2
2016-9-CA-015-150,2016-CA-015,150,37.75972,-120.029626,9,2016,CA-015,Del Norte,97.59,43.5,62.2,52.9
2016-10-CA-017-176,2016-CA-017,176,38.93449,-120.10744,10,2016,CA-017,El Dorado,53.14,43.9,66.6,55.2
2016-6-CA-017-5646,2016-CA-017,5646,38.96741,-120.9375,6,2016,CA-017,El Dorado,53.14,43.9,66.6,55.2
2016-7-CA-017-50,2016-CA-017,50,38.79549,-121.00299,7,2016,CA-017,El Dorado,53.14,43.9,66.6,55.2
2016-6-CA-017-25,2016-CA-017,25,38.64107,-120.6955,6,2016,CA-017,El Dorado,53.14,43.9,66.6,55.2
2016-7-CA-019-2241,2016-CA-019,2241,37.01591,-119.50507,7,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-10-CA-019-2100,2016-CA-019,2100,36.94536,-119.25959,10,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-5-CA-019-132,2016-CA-019,132,36.78769,-119.38248,5,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-5-CA-019-278,2016-CA-019,278,36.88286,-119.654,5,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-9-CA-019-70,2016-CA-019,70,36.6543,-119.5327,9,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-9-CA-019-158,2016-CA-019,158,36.84479,-119.34487,9,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-7-CA-019-123,2016-CA-019,123,37.0099,-119.5792,7,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-7-CA-019-145,2016-CA-019,145,36.14161,-120.62048,7,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-7-CA-019-188,2016-CA-019,188,36.92244,-119.39619,7,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-7-CA-019-2944,2016-CA-019,2944,36.0749,-120.452041,7,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-8-CA-019-7050,2016-CA-019,7050,36.09974,-120.51057,8,2016,CA-019,Fresno,19.6,44.5,70.1,57.3
2016-8-CA-023-21,2016-CA-023,21,40.9878,-123.77832,8,2016,CA-023,Humboldt,79.86,45.7,65.9,55.8
2016-8-CA-023-599,2016-CA-023,599,41.28486,-123.82268,8,2016,CA-023,Humboldt,79.86,45.7,65.9,55.8
2016-8-CA-023-23,2016-CA-023,23,40.4572,-124.05804,8,2016,CA-023,Humboldt,79.86,45.7,65.9,55.8
2016-9-CA-027-5443,2016-CA-027,5443,37.75985,-118.95309,9,2016,CA-027,Inyo,4.91,49.6,75,62.3
2016-7-CA-027-30,2016-CA-027,30,36.58972,-118.15589,7,2016,CA-027,Inyo,4.91,49.6,75,62.3
2016-6-CA-029-61,2016-CA-029,61,35.77135,-120.251,6,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-8-CA-029-100,2016-CA-029,100,35.24504,-118.60344,8,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-6-CA-029-48019,2016-CA-029,48019,35.6115,-118.45628,6,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-7-CA-029-138,2016-CA-029,138,35.60748,-118.94811,7,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-8-CA-029-304,2016-CA-029,304,35.4976,-118.5097,8,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-8-CA-029-29322,2016-CA-029,29322,35.7506,-118.5678,8,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-8-CA-029-518,2016-CA-029,518,35.2013,-118.7212,8,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-7-CA-029-221,2016-CA-029,221,35.68313,-118.21793,7,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-7-CA-029-1785,2016-CA-029,1785,35.20993,-118.72272,7,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-7-CA-029-554,2016-CA-029,554,34.913,118.9082,7,2016,CA-029,Kern,9.21,50.7,76.5,63.6
2016-7-CA-033-69,2016-CA-033,69,39.0863,-122.7891,7,2016,CA-033,Lake,55.34,46.7,69.3,58
2016-6-CA-033-215,2016-CA-033,215,39.12366,-122.50373,6,2016,CA-033,Lake,55.34,46.7,69.3,58
2016-8-CA-033-20,2016-CA-033,20,39.1408865,-122.9148951,8,2016,CA-033,Lake,55.34,46.7,69.3,58
2016-8-CA-033-36,2016-CA-033,36,38.68403,-122.26015,8,2016,CA-033,Lake,55.34,46.7,69.3,58
2016-8-CA-033-3929,2016-CA-033,3929,38.89741,-122.60664,8,2016,CA-033,Lake,55.34,46.7,69.3,58
2016-8-CA-033-45,2016-CA-033,45,36.09974,-120.51057,8,2016,CA-033,Lake,55.34,46.7,69.3,58
2016-9-CA-035-2575,2016-CA-035,2575,40.3915,-120.7845,9,2016,CA-035,Lassen,23.63,35.5,61.6,48.5
2016-7-CA-037-1109,2016-CA-037,1109,34.36763,-118.57245,7,2016,CA-037,Los Angeles,12.59,52,75.4,63.7
2016-4-CA-037-0,2016-CA-037,0,34.6888731,-118.7892593,4,2016,CA-037,Los Angeles,12.59,52,75.4,63.7
2016-11-CA-037-4824,2016-CA-037,4824,34.31,-118.335,11,2016,CA-037,Los Angeles,12.59,52,75.4,63.7
2016-5-CA-037-156,2016-CA-037,156,34.276,-118.354,5,2016,CA-037,Los Angeles,12.59,52,75.4,63.7
2016-8-CA-039-85,2016-CA-039,85,37.3228,-119.7738,8,2016,CA-039,Madera,24.08,44.8,70.9,57.9
2016-7-CA-039-38,2016-CA-039,38,37.24006,-119.4741,7,2016,CA-039,Madera,24.08,44.8,70.9,57.9
2016-7-CA-039-103,2016-CA-039,103,37.25601,-119.65776,7,2016,CA-039,Madera,24.08,44.8,70.9,57.9
2016-9-CA-045-50,2016-CA-045,50,39.7299,-123.5044,9,2016,CA-045,Mendocino,65.92,45.8,67.5,56.6
2016-8-CA-045-36,2016-CA-045,36,39.8748511,-123.4267011,8,2016,CA-045,Mendocino,65.92,45.8,67.5,56.6
2016-6-CA-047-1246,2016-CA-047,1246,37.07147,-121.20155,6,2016,CA-047,Merced,14.46,51.3,76.7,64
2016-4-CA-047-30,2016-CA-047,30,37.2171,-121.08036,4,2016,CA-047,Merced,14.46,51.3,76.7,64
2016-9-CA-049-2652,2016-CA-049,2652,41.2649,-120.3178,9,2016,CA-049,Modoc,19.17,35.4,61.3,48.3
2016-9-CA-049-380,2016-CA-049,380,41.4657,-120.9066,9,2016,CA-049,Modoc,19.17,35.4,61.3,48.3
2016-6-CA-051-650,2016-CA-051,650,37.97,-119.14,6,2016,CA-051,Mono,15.22,32.3,60.3,46.3
2016-5-CA-053-25,2016-CA-053,25,35.8378273,-121.0381507,5,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-6-CA-053-52,2016-CA-053,52,36.1934,-120.9293,6,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-6-CA-053-70,2016-CA-053,70,36.2833,-121.3306,6,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-5-CA-053-3876,2016-CA-053,3876,36.38123,-121.20059,5,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-6-CA-053-2520,2016-CA-053,2520,36.01542,-121.25029,6,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-7-CA-053-100,2016-CA-053,100,35.85093,-120.81081,7,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-7-CA-053-132127,2016-CA-053,132127,36.45994,-121.89938,7,2016,CA-053,Monterey,20.86,46.1,73.9,60
2016-10-CA-055-65,2016-CA-055,65,38.40958,-122.43172,10,2016,CA-055,Napa,36.01,48.1,72.6,60.4
2016-9-CA-057-47,2016-CA-057,47,39.20427,-121.05948,9,2016,CA-057,Nevada,65.78,41.3,65.4,53.4
2016-9-CA-057-38,2016-CA-057,38,39.39051,-120.51887,9,2016,CA-057,Nevada,65.78,41.3,65.4,53.4
2016-8-CA-059-150,2016-CA-059,150,33.6542,-117.5221,8,2016,CA-059,Orange,10.92,56,76.2,66.1
2016-6-CA-059-47,2016-CA-059,47,33.57872,-117.77395,6,2016,CA-059,Orange,10.92,56,76.2,66.1
2016-5-CA-061-169,2016-CA-061,169,38.8390117,-121.3090268,5,2016,CA-061,Placer,57.28,43,66.9,55
2016-6-CA-061-88,2016-CA-061,88,38.86804,-121.37704,6,2016,CA-061,Placer,57.28,43,66.9,55
2016-6-CA-061-5646,2016-CA-061,5646,38.96741,-120.9375,6,2016,CA-061,Placer,57.28,43,66.9,55
2016-9-CA-063-248,2016-CA-063,248,39.92,-121.32,9,2016,CA-063,Plumas,52.75,36.1,61.6,48.9
2016-6-CA-065-139,2016-CA-065,139,33.476894,-117.140883,6,2016,CA-065,Riverside,8.04,57.3,82.9,70.1
2016-7-CA-067-87,2016-CA-067,87,38.517772,-121.103642,7,2016,CA-067,Sacramento,22.67,50.4,76.6,63.5
2016-9-CA-067-40,2016-CA-067,40,38.558,-121.1309,9,2016,CA-067,Sacramento,22.67,50.4,76.6,63.5
2016-6-CA-067-32,2016-CA-067,32,38.3131,-121.06452,6,2016,CA-067,Sacramento,22.67,50.4,76.6,63.5
2016-6-CA-069-30,2016-CA-069,30,36.80296,-121.40304,6,2016,CA-069,San Benito,17.65,47.5,73.2,60.4
2016-6-CA-069-83,2016-CA-069,83,36.49914,-121.04993,6,2016,CA-069,San Benito,17.65,47.5,73.2,60.4
2016-7-CA-069-95,2016-CA-069,95,5487,-120.841536,7,2016,CA-069,San Benito,17.65,47.5,73.2,60.4
2016-9-CA-071-20,2016-CA-071,20,34.25858,-117.4415,9,2016,CA-071,San Bernardino,6.6,55.8,80.4,68.1
2016-8-CA-071-36274,2016-CA-071,36274,34.30372,-117.49342,8,2016,CA-071,San Bernardino,6.6,55.8,80.4,68.1
2016-8-CA-071-8110,2016-CA-071,8110,34.28771,-117.27338,8,2016,CA-071,San Bernardino,6.6,55.8,80.4,68.1
2016-9-CA-071-50,2016-CA-071,50,34.3183,-117.3189,9,2016,CA-071,San Bernardino,6.6,55.8,80.4,68.1
2016-8-CA-073-35,2016-CA-073,35,33.22558,-117.14547,8,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-11-CA-073-28,2016-CA-073,28,33.254355,-117.158475,11,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-5-CA-073-70,2016-CA-073,70,33.41639,-117.08829,5,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-6-CA-073-7609,2016-CA-073,7609,32.60729,-116.63028,6,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-7-CA-073-28,2016-CA-073,28,33.00056,-116.9571,7,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-7-CA-073-1245,2016-CA-073,1245,33.393,-117.35093,7,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-7-CA-073-100,2016-CA-073,100,32.9612,-116.7945,7,2016,CA-073,San Diego,13.17,52,77.7,64.8
2016-8-CA-077-147,2016-CA-077,147,37.62215,-121.36665,8,2016,CA-077,San Joaquin,18.33,50,76.6,63.3
2016-5-CA-079-150,2016-CA-079,150,35.61961,-120.39993,5,2016,CA-079,San Luis Obispo,16.06,47.2,75,61.1
2016-8-CA-079-46344,2016-CA-079,46344,35.70595,-120.98316,8,2016,CA-079,San Luis Obispo,16.06,47.2,75,61.1
2016-6-CA-079-0,2016-CA-079,0,35.01382,-119.58206,6,2016,CA-079,San Luis Obispo,16.06,47.2,75,61.1
2016-6-CA-079-86,2016-CA-079,86,35.70821,-120.82266,6,2016,CA-079,San Luis Obispo,16.06,47.2,75,61.1
2016-6-CA-083-7474,2016-CA-083,7474,34.776,-119.643,6,2016,CA-083,Santa Barbara,15.99,48,72.7,60.4
2016-9-CA-083-12518,2016-CA-083,12518,34.63445,-120.54421,9,2016,CA-083,Santa Barbara,15.99,48,72.7,60.4
2016-9-CA-083-215,2016-CA-083,215,34.75134,-120.55297,9,2016,CA-083,Santa Barbara,15.99,48,72.7,60.4
2016-7-CA-085-114,2016-CA-085,114,37.41896,-121.79669,7,2016,CA-085,Santa Clara,29.64,48.6,71.2,59.9
2016-8-CA-085-25,2016-CA-085,25,37.06531,-121.68577,8,2016,CA-085,Santa Clara,29.64,48.6,71.2,59.9
2016-9-CA-085-25,2016-CA-085,25,37.11831,-121.69784,9,2016,CA-085,Santa Clara,29.64,48.6,71.2,59.9
